Date,Spread,ZScore,Signal,PositionSize,Exposure,PnL,Capital,Event
2017-02-27,23.219014959895887,-1.6527191184686925,1.0,0.6066932193802895,0.6066932193802895,-0.0009100398290704343,999999.9990899601,Entry
2017-02-28,24.70169824697812,-1.0940675694475885,0.0,0.47118170799131764,0.0,0.8986238569321986,1000000.8977138171,Exit
2017-03-01,24.418404841912327,-1.3774537216197853,1.0,0.81632845217445,0.81632845217445,-0.001224492678261675,1000000.8964893244,Entry
2017-03-02,26.022830603613073,-0.3490093411718574,0.0,0.22382077829215713,0.0,1.3085139059997215,1000002.2050032304,Exit
2018-07-25,66.13426579048107,2.818550559711274,-1.0,1.0968279367589688,-1.0968279367589688,-0.0016452419051384533,1000002.2033579885,Entry
2018-07-26,59.693224383901615,0.2521403937110059,0.0,0.10093960543848336,0.0,7.063068914652487,1000009.2664269032,Exit
2019-10-10,66.51614198577532,1.6419671680332255,-1.0,0.7535953992562128,-0.7535953992562128,-0.0011303930988843193,1000009.2652965101,Entry
2019-10-11,63.9014772435565,0.3657636054747067,0.0,0.18023163788633229,0.0,1.9692689272346506,1000011.2345654373,Exit
2020-06-23,68.70327700779401,2.4070054492447217,-1.0,0.4959383325905978,-0.4959383325905978,-0.0007439074988858967,1000011.2338215298,Entry
2020-07-22,60.10891080681171,-2.6948756026165226,0.0,0.5870549283961828,0.0,2.780433238066199,1000012.4104317023,Exit
2020-07-29,19.70116206642436,-2.4679389705340578,1.0,0.13884969678504402,0.13884969678504402,-0.00020827454517756603,1000012.4102234277,Entry
2020-08-03,28.007464042466495,-1.1909360444865391,0.0,0.05237786545127095,0.0,0.8403914173472631,1000012.8586873428,Exit
2020-08-04,7.865283309875764,-1.7923573606300354,1.0,0.07342474026021924,0.07342474026021924,-0.00011013711039032886,1000012.8585772057,Entry
2021-01-28,27.854693414725205,2.666946659550804,0.0,0.26169071273203587,0.0,2.620164487960663,1000004.2475587336,Exit
2021-02-08,22.13693547641259,0.6888476382450469,1.0,0.04514368797362998,0.04514368797362998,-6.771553196044497e-05,1000004.247491018,Entry
2021-02-09,24.682624821290972,0.7829138318677425,0.0,0.05542522734313228,0.0,0.11485408993102379,1000004.362345108,Exit
2021-02-10,20.440739228298725,0.40451794180410816,1.0,0.031918060953321385,0.031918060953321385,-4.787709142998208e-05,1000004.3622972309,Entry
2021-02-17,27.879392903459603,0.8133713044525008,0.0,0.08602696341628668,0.0,0.1975597922972677,1000004.5702829205,Exit
2021-05-14,67.1578461756647,1.5051014688544138,-1.0,0.3140939621261658,-0.3140939621261658,-0.0004711409431892487,1000004.5698117795,Entry
2021-05-17,64.1527644562916,0.8472992572785567,0.0,0.17445230856705907,0.0,0.9434068828076169,1000005.5132186624,Exit
2021-07-14,67.53964755919193,1.574328126285486,-1.0,0.261526116660306,-0.261526116660306,-0.000392289174990459,1000005.5128263732,Entry
2021-07-21,65.63407516588285,0.6910341841921595,0.0,0.08840593889610418,0.0,0.4824099017504666,1000005.6711248416,Exit
2021-07-23,67.30343613592271,0.8083082671864547,-1.0,0.10047688770815169,-0.10047688770815169,-0.00015071533156222754,1000005.6709741262,Entry
2021-07-28,50.61132445697865,-1.269206557594958,0.0,0.14934446701441484,0.0,1.250098533199068,1000006.9610014212,Exit
2021-08-03,17.67937295456551,-2.4350221246477277,1.0,0.1493839615528985,0.1493839615528985,-0.00022407594232934773,1000006.9607773452,Entry
2021-08-06,25.603698198901526,-1.124726716881499,0.0,0.050327097357584734,0.0,0.3498218845550966,1000007.3012492923,Exit
2021-10-22,22.798336998444256,-2.0838595791639523,1.0,0.30739538979730574,0.30739538979730574,-0.0004610930846959586,1000007.3007881993,Entry
2021-10-27,30.69321750664602,-0.380771143143504,0.0,0.042052352189952166,0.0,3.022743435231813,1000008.3898149488,Exit
2021-11-03,22.1281254380508,-1.1211038958368555,1.0,0.134068284362599,0.134068284362599,-0.0002011024265438985,1000008.3896138463,Entry
2022-01-26,32.30636133269951,2.3950281473991955,0.0,0.1681489256518015,0.0,1.5981362664761969,1000012.0179385246,Exit
2022-02-02,20.728884800342655,0.43306167119536276,1.0,0.019420519171133088,0.019420519171133088,-2.9130778756699633e-05,1000012.0179093939,Entry
2022-02-11,24.97790608953278,0.44809025447768064,0.0,0.023022456756565193,0.0,0.6138471612381149,1000012.5718813683,Exit
2022-02-14,22.420652768363937,0.2377808048980531,1.0,0.013179606646156004,0.013179606646156004,-1.9769409969234006e-05,1000012.5718615989,Entry
2022-03-03,29.199105700843006,1.65156817189713,0.0,0.1827414526499249,0.0,0.7151830025358572,1000014.1992257073,Exit
2022-03-09,24.12826556832863,0.5942337040353397,1.0,0.06097319896143731,0.06097319896143731,-9.145979844215597e-05,1000014.1991342475,Entry
2022-03-10,31.902011678346582,1.3728025983873235,0.0,0.16064328475115458,0.0,0.47389870844338183,1000014.673032956,Exit
2022-03-16,19.877839036871592,-0.34903823342423757,1.0,0.04407611184805602,0.04407611184805602,-6.611416777208404e-05,1000014.6729668418,Entry
2022-03-17,29.1880610880296,0.7565049221592787,0.0,0.09441922241459517,0.0,0.4102922742893058,1000015.0832591162,Exit
2022-03-21,23.248249725588266,-0.06593147456803292,1.0,0.00821078398753887,0.00821078398753887,-1.2316175981308304e-05,1000015.0832468,Entry
2022-03-22,30.649886343863272,0.7734733617024953,0.0,0.10009768940930955,0.0,0.06076092325093246,1000015.1440077232,Exit
2022-03-24,17.40349060967901,-1.0124821150145686,1.0,0.132549033955343,0.132549033955343,-0.00019882355093301453,1000015.1438088997,Entry
2022-03-28,24.495320752724922,-0.404147937996895,0.0,0.07967268680683362,0.0,0.7712262741784959,1000016.1242233106,Exit
2022-03-29,22.16974209345466,-0.8342356887988125,1.0,0.1624113686418476,0.1624113686418476,-0.0002436170529627714,1000016.1239796935,Entry
2022-03-30,29.926636999411926,0.6000279969747184,0.0,0.12349604767179154,0.0,1.2595643010345328,1000017.3835439945,Exit
2022-04-26,66.1607252673893,1.1982853637819109,-1.0,0.11180602425648227,-0.11180602425648227,-0.0001677090363847234,1000017.3833762854,Entry
2022-05-03,63.61483592828347,0.2988740024396575,0.0,0.037048995972088015,0.0,0.6929030126620416,1000018.9299134926,Exit
